Property Name,County,DesDate,National Register Number,Longitude,Latitude,Georeference,Type
Municipal Building,New York,10/18/72,90NR00883,-74.00367406,40.71298417,POINT (-74.0036740583 40.7129841734),other
Main Mall Row,Dutchess,11/26/82,90NR00409,-73.92662635,41.70363582,POINT (-73.9266263514 41.7036358181),other
Granite Building,Monroe,10/11/84,90NR01512,-77.60874123,43.1570025,POINT (-77.6087412288 43.1570025025),other
"Morgan, J. P., & Co. Building",New York,6/19/72,90NR00759,-74.01050794,40.70676289,POINT (-74.0105079388 40.7067628855),other
Jordanville Holy Trinity Monastery,Herkimer,6/23/11,08NR05959,-74.93918807,42.92745136,POINT (-74.9391880699 42.9274513648),other
Old Episcopal Manse,Greene,11/22/00,00NR01695,-74.43272278,42.31416873,POINT (-74.4327227807 42.3141687324),other
Buckhout-Jones Building,Oswego,12/4/01,01NR01868,-76.51103114,43.45687168,POINT (-76.511031142 43.4568716831),other
Fire Fighter,Richmond,1/1/89,90NR02851,-74.07112734,40.64339646,POINT (-74.0711273393 40.6433964646),other
Foley Square Governmental Complex,New York,,93NR00515,-74.00238078,40.71397893,POINT (-74.0023807798 40.7139789332),other
Herkimer County Historical Society,Herkimer,4/13/72,90NR00594,-74.98938025,43.02947808,POINT (-74.9893802461 43.0294780756),other
Bykenhulle,Dutchess,12/30/91,91NR00289,-73.7707244,41.58317557,POINT (-73.7707244049 41.5831755721),other
International Shirt & Collar Company,Rensselaer,2/14/17,14NR06538,-73.69538856,42.72383284,POINT (-73.6953885626 42.7238328394),other
Christman Bird and Wildlife Sanctuary,Schenectady,8/25/70,90NR02615,-74.12502304,42.74057139,POINT (-74.1250230449 42.7405713864),other
Arcade and Attica Railroad,Wyoming,11/17/80,90NR02037,-78.40166096,42.60048737,POINT (-78.4016609608 42.6004873692),other
Chanin Building,New York,4/23/80,90NR00675,-73.97667563,40.75122999,POINT (-73.9766756281 40.7512299916),other
Leon Grange #795,Cattaraugus,1/15/14,13NR06483,-79.01663143,42.29404602,POINT (-79.0166314274 42.2940460165),other
Equitable Building,New York,6/2/78,90NR00736,-74.01051961,40.70822765,POINT (-74.010519607 40.7082276469),other
"Kenyon, Alfred B. and Isaac W.. Residences",Otsego,2/26/04,03NR05180,-75.05722452,42.57903841,POINT (-75.0572245153 42.5790384061),other
Elmira Coca-Cola Bottling Company Works,Chemung,5/23/97,97NR01190,-76.81592193,42.08926153,POINT (-76.8159219258 42.0892615322),other
Union Temple of Brooklyn,Kings,5/18/15,15NR00002,-73.96805774,40.67340613,POINT (-73.9680577446 40.6734061309),other
West Street Building,New York,1/25/07,06NR05646,-74.01425743,40.71000059,POINT (-74.0142574322 40.7100005886),other
Bemis Eye Sanitarium Complex,Warren,9/29/84,90NR02699,-73.65067882,43.31202432,POINT (-73.6506788207 43.312024317),other
National Biscuit Company Carton Making and Printing Plant,Dutchess,4/18/03,01NR01792,-73.98223019,41.50016282,POINT (-73.9822301909 41.5001628157),other
Kelly Residence,Onondaga,2/14/97,96NR01118,-76.1165023,43.04591207,POINT (-76.1165023009 43.0459120669),other
"Fire Alarm, Telegraph and Police Signaling Building",Rensselaer,1/15/03,02NR04961,-73.68612554,42.72982764,POINT (-73.6861255414 42.7298276372),other
"Roosevelt, Theodore, Inaugural National Historic Site",Erie,11/2/66,90NR01240,-78.87248635,42.90147663,POINT (-78.872486352 42.9014766264),other
Ashokan Field Campus,Ulster,2/8/19,18NR00056,-74.20145041,41.93013769,POINT (-74.2014504067 41.930137693),other
The Emerson,New York,8/20/09,09NR05999,-73.99317768,40.76746088,POINT (-73.9931776826 40.7674608759),other
"Enlarged Double Lock No. 33, Old Erie Canal",Montgomery,4/1/02,01NR01840,-74.66637991,42.98997971,POINT (-74.6663799149 42.9899797141),other
Lipe Rollway Building J,Onondaga,2/2/18,17NR00096,-76.17301365,43.04582899,POINT (-76.1730136499 43.0458289874),other
"Miller, C. W., Livery Stable",Erie,12/11/07,07NR05767,-78.87616954,42.88956421,POINT (-78.876169539 42.8895642116),other
Essex County Municipal Complex,Essex,5/3/16,15NR00124,-73.59484054,44.21473967,POINT (-73.5948405407 44.2147396662),other
General Electric Research Laboratory,Schenectady,5/15/75,90NR02656,-73.92567624,42.81689411,POINT (-73.9256762401 42.8168941091),other
Glen Building,Jefferson,9/27/85,90NR01174,-76.33225239,44.12881638,POINT (-76.3322523913 44.1288163771),other
Caramoor,Westchester,5/25/01,00NR01721,-73.64599656,41.23884303,POINT (-73.6459965634 41.2388430349),other
Newtown Battlefield,Chemung,11/28/72,90NR00136,-76.72232419,42.03791065,POINT (-76.7223241872 42.0379106521),other
Bain Commercial Building,Dutchess,9/29/84,90NR00443,-73.92067653,41.60128238,POINT (-73.9206765263 41.6012823791),other
United Workers' Cooperatives,Bronx,9/11/86,90NR00056,-73.86977703,40.86666345,POINT (-73.8697770256 40.866663453),other
Nut Grove,Albany,7/30/74,90NR02815,-73.76876044,42.6336078,POINT (-73.7687604361 42.6336077986),other
"Squirrels, The",Orange,11/23/82,90NR02334,-73.96416128,41.3677335,POINT (-73.9641612841 41.367733502),mosque
Moslem Mosque,Kings,7/30/21,21NR00028,-73.94668649,40.71191477,POINT (-73.9466864907 40.7119147711),other
"Buildings at 744, 746, 748, 750 Broadway",Albany,12/17/87,90NR02809,-73.74890317,42.65634994,POINT (-73.7489031687 42.65634994),other
Crandall Marine Railway,Essex,5/4/11,10NR06182,-73.4485015,43.80738711,POINT (-73.4485014999 43.8073871121),other
Buffalo General Electric Company Complex,Erie,5/25/18,18NR00006,-78.90055482,42.90986911,POINT (-78.9005548185 42.9098691074),other
McGraw-Hill Building,New York,3/28/80,90NR00645,-73.99158354,40.75751489,POINT (-73.9915835439 40.7575148934),other
Salmon-Nusbaum Building,Monroe,,04NR05338,-77.6074256,43.16025082,POINT (-77.6074255976 43.1602508153),other
First Shearith Israel Graveyard,New York,4/17/80,90NR00665,-73.99836553,40.71275861,POINT (-73.9983655333 40.712758605),other
Buffalo Meter Company Building,Erie,8/7/12,11NR06300,-78.83033045,42.9438954,POINT (-78.8303304486 42.9438954031),other
Poesten Kill Gorge Conservation Area,Rensselaer,3/8/78,90NR00979,-73.67945321,42.72096064,POINT (-73.679453213 42.7209606439),other
St. Marks-In-The-Bowery,New York,6/19/72,90NR00760,-73.98709008,40.73032659,POINT (-73.9870900775 40.7303265933),other
Plattsburgh Bay,Clinton,10/15/66,90NR00172,-73.41382512,44.6875537,POINT (-73.4138251178 44.6875537018),other
Highland Falls Railroad Depot,Orange,11/23/82,90NR02329,-73.96090585,41.37453696,POINT (-73.960905847 41.3745369604),other
Mohawk Valley Grange,Saratoga,4/3/12,10NR06162,-73.84347511,42.83340195,POINT (-73.8434751051 42.8334019464),other
"Stewart, A. T., Company Store",New York,6/2/78,90NR00743,-74.00565313,40.7142422,POINT (-74.0056531322 40.7142421968),other
The Woodpile,Westchester,2/10/92,91NR00082,-73.73007176,41.22879399,POINT (-73.7300717593 41.2287939931),other
Webster Grange No. 436,Monroe,8/22/16,16NR00046,-77.42822287,43.21297416,POINT (-77.428222869 43.212974163),other
"Sixth Street, Building at 114",Nassau,11/14/78,91NR00205,-73.63492459,40.7229154,POINT (-73.6349245922 40.7229154025),other
Oak Hill,Columbia,6/26/79,90NR00236,-73.84650735,42.19551487,POINT (-73.8465073485 42.1955148719),other
Alwyn Court Apartments,New York,12/26/76,90NR00956,-73.97933218,40.76586814,POINT (-73.9793321791 40.7658681418),other
Century Association Building,New York,7/15/82,90NR00780,-73.98096953,40.75465218,POINT (-73.9809695329 40.7546521795),other
Colony Arcade,New York,9/10/14,14NR06551,-73.98519665,40.75238881,POINT (-73.9851966543 40.7523888132),other
"Steinheim, Allen, Museum",Allegany,6/4/73,90NR00026,-77.78672859,42.25467308,POINT (-77.7867285908 42.2546730763),other
Bowker Building,New York,,05NR05486,-73.98336679,40.7436568,POINT (-73.9833667852 40.7436568),other
Fire Hook and Ladder No. 14,New York,5/22/13,13NR06420,-73.93819388,40.80440053,POINT (-73.9381938791 40.8044005284),other
Garrett Residence,Onondaga,2/14/97,96NR01120,-76.13896378,43.05798965,POINT (-76.1389637763 43.0579896485),other
Taylor Flats,Jefferson,8/28/18,17NR00022,-75.92073615,43.98098129,POINT (-75.920736153 43.9809812854),other
Camillus Cutlery Company Headquarters,Onondaga,8/28/18,18NR00035,-76.30826629,43.04004152,POINT (-76.3082662934 43.0400415214),other
Usonia Historic Distrcit,Westchester,9/5/12,12NR06346,-73.7479831,41.12721707,POINT (-73.7479830962 41.127217065),other
Harlow Row,Dutchess,11/26/82,90NR00403,-73.93154445,41.70014953,POINT (-73.9315444461 41.7001495276),other
Woodlawn Avenue Row,Erie,3/19/86,90NR01215,-78.8619565,42.91374647,POINT (-78.8619565005 42.9137464731),other
Cannon Building,Rensselaer,3/5/70,90NR00975,-73.69191364,42.73128043,POINT (-73.6919136437 42.7312804287),other
Congregation Ohab Zedek,New York,8/18/17,17NR00034,-73.96907978,40.79239682,POINT (-73.9690797849 40.792396821),other
Coty Building,New York,,94NR00538,-73.97493595,40.76221916,POINT (-73.9749359525 40.7622191634),other
"Wilber, George I. Residence",Otsego,11/15/00,00NR01705,-75.06198164,42.45580481,POINT (-75.06198164 42.455804808),other
Second Baptist Society of Ulysses,Tompkins,12/28/01,01NR01845,-76.66208548,42.54293565,POINT (-76.6620854837 42.5429356541),other
Governor's Island,New York,2/4/85,90NR00618,-74.01638984,40.6905131,POINT (-74.0163898369 40.6905130995),other
"Dahlgren, Lucy Drexel, Residence",New York,7/20/89,90NR00785,-73.95455311,40.78771019,POINT (-73.9545531087 40.7877101852),other
College of the City of New York,New York,9/7/84,90NR00824,-73.94903662,40.82085692,POINT (-73.9490366219 40.8208569181),other
Wilder Building,Monroe,10/4/85,90NR01505,-77.61212366,43.15552279,POINT (-77.612123659 43.1555227942),other
Entranceway at Main Street at Lafayette Boulevard,Erie,7/23/09,08NR05870,-78.76093768,42.95999431,POINT (-78.7609376824 42.9599943123),other
Hudson View Gardens,New York,2/16/16,15NR00099,-73.93904772,40.85314933,POINT (-73.9390477242 40.853149332),other
"Pines, The'",Lewis,6/27/07,07NR05710,-75.35800044,43.62343191,POINT (-75.3580004393 43.6234319133),other
Horton Gristmill,Franklin,4/21/75,90NR00502,-74.29252795,44.84762299,POINT (-74.2925279488 44.84762299),other
Building at 44 Central Avenue,Albany,2/14/14,13NR06507,-73.76547667,42.65832507,POINT (-73.7654766689 42.6583250739),other
The Hedges,Hamilton,3/27/09,08NR05858,-74.45282902,43.8548062,POINT (-74.4528290225 43.8548061977),other
Sloat's Dam and Mill Pond,Rockland,4/6/00,00NR01597,-74.1891657,41.15785388,POINT (-74.1891657036 41.1578538847),other
D & H Railroad Complex,Clinton,11/12/82,90NR00182,-73.44480343,44.69738981,POINT (-73.4448034332 44.6973898064),other
Brookside,Rockland,7/10/12,12NR06315,-73.9182146,41.10564535,POINT (-73.9182146016 41.1056453484),other
LITTLE JENNIE (Chesapeake Bay bugeye),Suffolk,5/12/86,90NR01867,-73.37416987,40.89339957,POINT (-73.3741698699 40.8933995706),other
A.F. Sanderson Residence,Onondaga,2/14/97,96NR01129,-76.10888018,43.04254376,POINT (-76.1088801766 43.0425437582),other
B&QT Trolley No. 1000,Ulster,,13NR06481,-73.97994917,41.92060991,POINT (-73.9799491699 41.9206099106),other
Brosemer Brewery-Seaway Supply Building,Oswego,3/29/10,08NR05947,-76.50315366,43.44578894,POINT (-76.5031536554 43.445788937),other
Neversink Valley Grange No. 1530,Orange,12/11/13,13NR06479,-74.63197937,41.42025994,POINT (-74.631979373 41.4202599435),other
Thomson Meter Company Building,Kings,,94NR00550,-73.98523832,40.70116577,POINT (-73.9852383218 40.701165765),other
356 Albany Avenue,Ulster,11/15/02,02NR04933,-74.00267056,41.93834061,POINT (-74.0026705647 41.9383406075),other
Guilford Dudley Memorial,Dutchess,,90NR00561,-73.91504351,41.71178211,POINT (-73.9150435127 41.711782107),other
Porter Residence,Onondaga,2/14/97,96NR01131,-76.1699246,43.02310253,POINT (-76.1699245961 43.0231025337),other
Mary A. Whalen,Kings,10/3/12,12NR06355,-74.00740849,40.68723584,POINT (-74.0074084933 40.6872358367),other
Teviotdale,Columbia,10/10/79,90NR00239,-73.84079851,42.15273568,POINT (-73.8407985136 42.152735683),other
Stony Point Battlefield,Rockland,1/20/61,90NR02408,-73.97634154,41.24107585,POINT (-73.9763415402 41.2410758506),other
Petrified Sea Gardens,Saratoga,1/20/99,99NR01522,-73.84406399,43.08317095,POINT (-73.8440639947 43.0831709499),other
"Roosevelt, Eleanor, National Historic Site",Dutchess,3/20/80,90NR00301,-73.89891081,41.76208424,POINT (-73.8989108105 41.7620842358),other
Willowmere,Nassau,7/22/99,97NR01161,-73.6462676,40.81527832,POINT (-73.6462676049 40.8152783218),other
New York Botanical Garden,Bronx,5/28/67,90NR00041,-73.87724116,40.86228537,POINT (-73.8772411596 40.8622853737),other
Young Men's Christian Association Building,Albany,11/2/78,90NR01650,-73.75168301,42.65189387,POINT (-73.7516830098 42.6518938711),other
Bayard Rustin Apartment,New York,3/8/16,15NR00130,-73.99778519,40.7488591,POINT (-73.9977851866 40.7488590986),other
"Mendelson, A., & Son Company Building",Albany,6/6/03,02NR04995,-73.75407694,42.6375202,POINT (-73.7540769365 42.6375202035),other
Holden B. Mathewson Residence,Chenango,10/23/09,09NR05978,-75.7838471,42.6433788,POINT (-75.7838470989 42.6433787963),other
Balcastle,Suffolk,10/2/86,90NR01914,-72.38394595,40.88389791,POINT (-72.383945953 40.8838979074),other
"South Main Street, Residence at 203",Madison,,95NR00808,-75.75547823,43.07811397,POINT (-75.7554782267 43.0781139651),other
Winslow Chemical Laboratory,Rensselaer,11/4/94,94NR00754,-73.68446063,42.73096486,POINT (-73.6844606344 42.7309648561),other
Ford Administration Building,Westchester,4/12/06,04NR05313,-73.91693364,41.28578236,POINT (-73.9169336444 41.2857823629),other
Eastman Terrace,Dutchess,11/26/82,90NR00394,-73.93120663,41.69671318,POINT (-73.9312066319 41.6967131801),other
W.O. DECKER (Tugboat),New York,9/13/96,96NR01026,-74.00338844,40.70546017,POINT (-74.0033884389 40.7054601705),other
Duvillard Mill,Jefferson,9/27/85,90NR01172,-76.33115856,44.13009193,POINT (-76.3311585559 44.130091934),other
"Pupin Physics Laboratories, Columbia University",New York,10/15/66,90NR00877,-73.96143088,40.81001016,POINT (-73.9614308809 40.810010161),other
"Statue of Liberty National Monument, Ellis Island & Liberty Island",New York,10/15/66,90NR00879,-74.04215496,40.69649426,POINT (-74.0421549601 40.6964942574),other
Wright's Stone Store,St. Lawrence,9/2/82,90NR02585,-75.6509846,44.58881719,POINT (-75.6509845993 44.5888171895),other
Sunnyside (Summerwood),Otsego,3/10/88,90NR02198,-74.97529938,42.85144578,POINT (-74.9752993795 42.8514457759),other
Camp Pine Knot,Hamilton,11/7/86,90NR00579,-74.62327422,43.8213965,POINT (-74.6232742209 43.8213964951),other
Little Red,Franklin,11/6/92,93NR00490,-74.15776432,44.3182772,POINT (-74.1577643221 44.3182772018),other
Powers Building,Monroe,4/3/73,90NR01464,-77.61319711,43.15593093,POINT (-77.6131971116 43.1559309319),other
Lehigh Valley Railroad Depot,Madison,7/15/91,91NR00148,-75.84887736,42.93287506,POINT (-75.8488773568 42.932875055),other
Old Croton Aqueduct,Westchester,12/2/74,90NR02435,-73.87001498,41.05820537,POINT (-73.8700149803 41.0582053685),other
"Finch, Pruyn and Co. Office Building",Warren,,91NR00039,-73.64137473,43.30681419,POINT (-73.6413747286 43.30681419),other
Roycroft Campus,Erie,11/8/74,90NR01252,-78.61826587,42.76703573,POINT (-78.61826587 42.767035732),other
Leopold Street Shule,Monroe,6/7/74,90NR01472,-77.60423872,43.16479145,POINT (-77.6042387163 43.1647914522),other
Herkimer County Jail,Herkimer,1/14/72,90NR00592,-74.98965751,43.02868347,POINT (-74.9896575066 43.0286834704),other
"Ninth Street, Building at 110",Nassau,11/14/78,91NR00216,-73.63717089,40.72726301,POINT (-73.6371708888 40.7272630096),other
East Charity Shoal Light,Jefferson,3/27/08,07NR05830,-76.48064494,44.03661288,POINT (-76.4806449394 44.0366128779),other
Jewish Young Men's and Women's Association,Monroe,10/4/85,90NR01493,-77.60398869,43.16052879,POINT (-77.6039886882 43.1605287914),other
Fred F. French Building,New York,1/28/04,03NR05154,-73.97887092,40.75539533,POINT (-73.9788709247 40.7553953292),other
Ormonde,Madison,7/15/91,91NR00138,-75.86582566,42.95528834,POINT (-75.8658256629 42.9552883426),other
Kismet Temple,Kings,12/11/13,13NR06471,-73.95028648,40.67933658,POINT (-73.9502864776 40.6793365842),other
Home of Franklin D. Roosevelt National Historic Site,Dutchess,10/15/66,90NR00306,-73.93789858,41.76694471,POINT (-73.9378985831 41.766944711),other
Old Champlain Canal,Saratoga,9/1/76,90NR02762,-73.59102927,43.10143439,POINT (-73.5910292674 43.1014343869),other
John Street Building No. 170--176,New York,5/13/71,90NR00720,-74.00428073,40.70591823,POINT (-74.0042807256 40.7059182293),other
Packard Motor Car Showroom,Erie,7/14/06,06NR05562,-78.86569498,42.90972382,POINT (-78.8656949797 42.9097238182),other
Evergreen Lands,Dutchess,7/9/87,90NR00331,-73.90672775,41.88371229,POINT (-73.9067277462 41.8837122943),other
"Ninth Street, Building at 93",Nassau,11/14/78,91NR00206,-73.64095954,40.72726596,POINT (-73.6409595389 40.7272659587),other
Plumbush,Putnam,1/30/92,91NR00253,-73.94180726,41.41929037,POINT (-73.9418072634 41.4192903666),other
Bouwerie,Columbia,10/7/83,90NR00222,-73.81239813,42.09028403,POINT (-73.812398125 42.0902840254),other
Lafayette Flats,Erie,12/21/20,17NR00087,-78.89351547,42.91982453,POINT (-78.8935154699 42.9198245318),other
Atlantic Avenue Tunnel,Kings,9/7/89,90NR03137,-73.9952077,40.69047587,POINT (-73.9952077026 40.690475869),other
"Schooner ""Lotus""",Wayne,5/10/90,90NR03148,-76.99146605,43.26673411,POINT (-76.9914660508 43.2667341137),other
First Lewis County Clerk's Office,Lewis,10/27/17,16NR00081,-75.46890676,43.73660315,POINT (-75.4689067569 43.7366031451),other
Fair Lawn,Putnam,11/23/82,90NR02386,-73.94308215,41.4152774,POINT (-73.9430821453 41.415277402),other
South Bristol Grange 1107,Ontario,12/19/97,97NR01255,-77.380457,42.70803257,POINT (-77.3804570046 42.7080325688),other
Mountainville Grange,Orange,6/3/96,90NR03247,-74.07961652,41.39990864,POINT (-74.0796165212 41.3999086424),other
Edgerley,Livingston,7/16/80,90NR01370,-77.97245563,42.57467602,POINT (-77.9724556315 42.5746760231),other
Seven Oaks,Rockland,7/12/90,90NR03079,-73.90919068,41.00647099,POINT (-73.9091906796 41.0064709883),other
Whiffen-Ribyat Building,Oneida,2/23/16,15NR00129,-75.22547984,43.10108611,POINT (-75.2254798448 43.1010861113),other
Grasmere,Dutchess,7/9/87,90NR00334,-73.91163271,41.91320062,POINT (-73.9116327111 41.9132006156),other
"Hilton Avenue, Building at 42",Nassau,11/14/78,91NR00225,-73.63795978,40.72170566,POINT (-73.6379597785 40.7217056649),other
